[2026-05-10 21:50:27.773117Z] SOLICITUD: Acceso Administrador | RESULTADO: ok
[2026-05-10 21:51:24.814756Z] SOLICITUD: Compra Billete #99 | RESULTADO: negado - fondos insuficientes
[2026-05-10 21:51:59.321551Z] SOLICITUD: Crear Sorteo: Loteria del Meta | RESULTADO: ok
[2026-05-10 21:58:34.993606Z] SOLICITUD: Inicio Servidor: Sorteo_Integracion | RESULTADO: ok - creado nuevo JSON
[2026-05-10 21:59:01.647336Z] SOLICITUD: Consulta Estado: Sorteo_Integracion | RESULTADO: ok
[2026-05-10 22:34:28.615583Z] SOLICITUD: Inicio Servidor: Lotto_Manizales | RESULTADO: ok - creado nuevo JSON
[2026-05-10 22:34:28.619901Z] SOLICITUD: Inicio Servidor: Lotto_Pereira | RESULTADO: ok - creado nuevo JSON
[2026-05-11 00:22:07.228724Z] SOLICITUD: Inicio Servidor: LoteriaWEB | RESULTADO: ok - creado nuevo JSON
[2026-05-11T01:29:01.015592Z] inicio_sorteo | cargado_json | %{nombre: "LoteriaWEB"}
[2026-05-11T01:29:01.018229Z] inicio_sorteo | creado | %{nombre: ""}
[2026-05-11T01:29:01.018876Z] inicio_sorteo | cargado_json | %{nombre: "Sorteo_Integracion"}
[2026-05-11T01:29:01.019542Z] inicio_sorteo | cargado_json | %{nombre: "Lotto_Manizales"}
[2026-05-11T01:29:01.020152Z] inicio_sorteo | cargado_json | %{nombre: "Loteria de Armenia"}
[2026-05-11T01:29:01.020828Z] inicio_sorteo | cargado_json | %{nombre: "Lotto_Pereira"}
[2026-05-11T01:29:34.899241Z] inicio_sorteo | cargado_json | %{nombre: "LoteriaWEB"}
[2026-05-11T01:29:34.905506Z] inicio_sorteo | cargado_json | %{nombre: ""}
[2026-05-11T01:29:34.906099Z] inicio_sorteo | cargado_json | %{nombre: "Sorteo_Integracion"}
[2026-05-11T01:29:34.907087Z] inicio_sorteo | cargado_json | %{nombre: "Lotto_Manizales"}
[2026-05-11T01:29:34.907808Z] inicio_sorteo | cargado_json | %{nombre: "Loteria de Armenia"}
[2026-05-11T01:29:34.908518Z] inicio_sorteo | cargado_json | %{nombre: "Lotto_Pereira"}
[2026-05-11T01:30:26.078513Z] inicio_sorteo | cargado_json | %{nombre: "LoteriaWEB"}
[2026-05-11T01:30:26.084587Z] inicio_sorteo | cargado_json | %{nombre: ""}
[2026-05-11T01:30:26.085104Z] inicio_sorteo | cargado_json | %{nombre: "Sorteo_Integracion"}
[2026-05-11T01:30:26.085640Z] inicio_sorteo | cargado_json | %{nombre: "Lotto_Manizales"}
[2026-05-11T01:30:26.086091Z] inicio_sorteo | cargado_json | %{nombre: "Loteria de Armenia"}
[2026-05-11T01:30:26.086610Z] inicio_sorteo | cargado_json | %{nombre: "Lotto_Pereira"}
[2026-05-11T01:35:07.017578Z] inicio_sorteo | cargado_json | %{nombre: "LoteriaWEB"}
[2026-05-11T01:35:07.034282Z] inicio_sorteo | cargado_json | %{nombre: ""}
[2026-05-11T01:35:07.034934Z] inicio_sorteo | cargado_json | %{nombre: "Sorteo_Integracion"}
[2026-05-11T01:35:07.035769Z] inicio_sorteo | cargado_json | %{nombre: "Lotto_Manizales"}
[2026-05-11T01:35:07.036976Z] inicio_sorteo | cargado_json | %{nombre: "Loteria de Armenia"}
[2026-05-11T01:35:07.038405Z] inicio_sorteo | cargado_json | %{nombre: "Lotto_Pereira"}
[2026-05-11T01:35:35.792225Z] inicio_sorteo | cargado_json | %{nombre: "LoteriaWEB"}
[2026-05-11T01:35:35.799265Z] inicio_sorteo | cargado_json | %{nombre: ""}
[2026-05-11T01:35:35.800426Z] inicio_sorteo | cargado_json | %{nombre: "Sorteo_Integracion"}
[2026-05-11T01:35:35.801236Z] inicio_sorteo | cargado_json | %{nombre: "Lotto_Manizales"}
[2026-05-11T01:35:35.801832Z] inicio_sorteo | cargado_json | %{nombre: "Loteria de Armenia"}
[2026-05-11T01:35:35.802448Z] inicio_sorteo | cargado_json | %{nombre: "Lotto_Pereira"}
[2026-05-11T01:38:31.510570Z] compra | ok | %{sorteo: "LoteriaWEB", jugador: "Andrés Montenegro", billete: 1, fraccion: 2}
[2026-05-11T01:42:27.792838Z] agregar_premio | ok | %{nombre: "LoteriaWEB", premio: "LoteriaWEB"}
[2026-05-11 17:44:33.879105Z - registrar_usuario - OK | jugador_id="maria_lopez"]
[2026-05-11 17:44:34.079782Z - registrar_usuario - OK | jugador_id="carlos_garcia"]
[2026-05-11 17:44:34.278396Z - registrar_usuario - OK | jugador_id="ana_martinez"]
[2026-05-11 17:44:34.478210Z - registrar_usuario - OK | jugador_id="pedro_sanchez"]
[2026-05-11 17:44:34.677393Z - registrar_usuario - OK | jugador_id="luisa_ramirez"]
[2026-05-11 17:44:34.678539Z - recargar_creditos - OK | monto=429700, jugador_id="juandiaz"]
[2026-05-11 17:44:34.680307Z - recargar_creditos - OK | monto=500000, jugador_id="maria_lopez"]
[2026-05-11 17:44:34.681118Z - recargar_creditos - OK | monto=500000, jugador_id="carlos_garcia"]
[2026-05-11 17:44:34.681846Z - recargar_creditos - OK | monto=500000, jugador_id="ana_martinez"]
[2026-05-11 17:44:34.682522Z - recargar_creditos - OK | monto=500000, jugador_id="pedro_sanchez"]
[2026-05-11 17:44:34.683284Z - recargar_creditos - OK | monto=500000, jugador_id="luisa_ramirez"]
[2026-05-11 17:44:50.950678Z - inicio_sorteo - OK | sorteo_id="Loteria Armenia"]
[2026-05-11 17:44:50.954885Z - inicio_sorteo - OK | sorteo_id="Loteria-Nacional"]
[2026-05-11 17:44:50.955522Z - inicio_sorteo - OK | sorteo_id="Loteria Uniquindio"]
[2026-05-11 17:44:51.943620Z - registrar_usuario - Negado | razon=:ya_existe, jugador_id="maria_lopez"]
[2026-05-11 17:44:51.944938Z - registrar_usuario - Negado | razon=:ya_existe, jugador_id="carlos_garcia"]
[2026-05-11 17:44:51.945355Z - registrar_usuario - Negado | razon=:ya_existe, jugador_id="ana_martinez"]
[2026-05-11 17:44:51.945745Z - registrar_usuario - Negado | razon=:ya_existe, jugador_id="pedro_sanchez"]
[2026-05-11 17:44:51.946118Z - registrar_usuario - Negado | razon=:ya_existe, jugador_id="luisa_ramirez"]
[2026-05-11 17:45:59.419441Z - inicio_sorteo - OK | sorteo_id="Loteria Armenia"]
[2026-05-11 17:45:59.424252Z - inicio_sorteo - OK | sorteo_id="Loteria-Nacional"]
[2026-05-11 17:45:59.424890Z - inicio_sorteo - OK | sorteo_id="Loteria Uniquindio"]
[2026-05-11 17:46:00.540817Z - registrar_usuario - Negado | razon=:ya_existe, jugador_id="maria_lopez"]
[2026-05-11 17:46:00.541982Z - registrar_usuario - Negado | razon=:ya_existe, jugador_id="carlos_garcia"]
[2026-05-11 17:46:00.542357Z - registrar_usuario - Negado | razon=:ya_existe, jugador_id="ana_martinez"]
[2026-05-11 17:46:00.542794Z - registrar_usuario - Negado | razon=:ya_existe, jugador_id="pedro_sanchez"]
[2026-05-11 17:46:00.543187Z - registrar_usuario - Negado | razon=:ya_existe, jugador_id="luisa_ramirez"]
[2026-05-11 17:46:00.546469Z - inicio_sorteo - OK | sorteo_id="Loteria de Navidad"]
[2026-05-11 17:46:00.546705Z - crear_sorteo - OK | sorteo_id="Loteria de Navidad"]
[2026-05-11 17:46:00.547150Z - agregar_premio - OK | valor=200000000, sorteo_id="Loteria de Navidad", premio="Premio Mayor"]
[2026-05-11 17:46:00.548219Z - agregar_premio - OK | valor=50000000, sorteo_id="Loteria de Navidad", premio="Segundo Premio"]
[2026-05-11 17:46:00.548685Z - agregar_premio - OK | valor=10000000, sorteo_id="Loteria de Navidad", premio="Tercer Premio"]
[2026-05-11 17:46:00.549760Z - inicio_sorteo - OK | sorteo_id="Sorteo Relámpago"]
[2026-05-11 17:46:00.549980Z - crear_sorteo - OK | sorteo_id="Sorteo Relámpago"]
[2026-05-11 17:46:00.550385Z - agregar_premio - OK | valor=5000000, sorteo_id="Sorteo Relámpago", premio="Premio Único"]
[2026-05-11 17:46:00.551567Z - inicio_sorteo - OK | sorteo_id="Gran Sorteo del Quindío"]
[2026-05-11 17:46:00.554798Z - crear_sorteo - OK | sorteo_id="Gran Sorteo del Quindío"]
[2026-05-11 17:46:00.555031Z - agregar_premio - OK | valor=150000000, sorteo_id="Gran Sorteo del Quindío", premio="Premio Mayor"]
[2026-05-11 17:46:00.555764Z - agregar_premio - OK | valor=15000000, sorteo_id="Gran Sorteo del Quindío", premio="Segundo Premio"]
[2026-05-11 17:46:00.557075Z - debitar_creditos - OK | monto=10000, jugador_id="juandiaz"]
[2026-05-11 17:46:00.557253Z - compra - OK | billete=8, jugador="juandiaz", fraccion=1, sorteo_id="Loteria de Navidad", precio=10000]
[2026-05-11 17:46:00.558018Z - debitar_creditos - OK | monto=10000, jugador_id="juandiaz"]
[2026-05-11 17:46:00.558202Z - compra - OK | billete=9, jugador="juandiaz", fraccion=6, sorteo_id="Loteria de Navidad", precio=10000]
[2026-05-11 17:46:00.559096Z - debitar_creditos - OK | monto=10000, jugador_id="juandiaz"]
[2026-05-11 17:46:00.559270Z - compra - OK | billete=50, jugador="juandiaz", fraccion=5, sorteo_id="Loteria de Navidad", precio=10000]
[2026-05-11 17:46:00.560182Z - debitar_creditos - OK | monto=10000, jugador_id="maria_lopez"]
[2026-05-11 17:46:00.560359Z - compra - OK | billete=27, jugador="maria_lopez", fraccion=2, sorteo_id="Loteria de Navidad", precio=10000]
[2026-05-11 17:46:00.561239Z - debitar_creditos - OK | monto=10000, jugador_id="maria_lopez"]
[2026-05-11 17:46:00.561408Z - compra - OK | billete=7, jugador="maria_lopez", fraccion=2, sorteo_id="Loteria de Navidad", precio=10000]
[2026-05-11 17:46:00.562230Z - debitar_creditos - OK | monto=10000, jugador_id="maria_lopez"]
[2026-05-11 17:46:00.562390Z - compra - OK | billete=32, jugador="maria_lopez", fraccion=7, sorteo_id="Loteria de Navidad", precio=10000]
[2026-05-11 17:46:00.563215Z - debitar_creditos - OK | monto=10000, jugador_id="maria_lopez"]
[2026-05-11 17:46:00.563405Z - compra - OK | billete=32, jugador="maria_lopez", fraccion=5, sorteo_id="Loteria de Navidad", precio=10000]
[2026-05-11 17:46:00.564386Z - debitar_creditos - OK | monto=10000, jugador_id="maria_lopez"]
[2026-05-11 17:46:00.564553Z - compra - OK | billete=21, jugador="maria_lopez", fraccion=5, sorteo_id="Loteria de Navidad", precio=10000]
[2026-05-11 17:46:00.565438Z - debitar_creditos - OK | monto=10000, jugador_id="carlos_garcia"]
[2026-05-11 17:46:00.565644Z - compra - OK | billete=11, jugador="carlos_garcia", fraccion=5, sorteo_id="Loteria de Navidad", precio=10000]
[2026-05-11 17:46:00.566649Z - debitar_creditos - OK | monto=10000, jugador_id="carlos_garcia"]
[2026-05-11 17:46:00.566888Z - compra - OK | billete=1, jugador="carlos_garcia", fraccion=8, sorteo_id="Loteria de Navidad", precio=10000]
[2026-05-11 17:46:00.567889Z - debitar_creditos - OK | monto=10000, jugador_id="ana_martinez"]
